company,ticker,year,revenue_MEUR,csrd_2025,csrd_2027,segment,industry,hq_country,years_esg_data,base_year,external_audit_of_ESG_report,ceo_sust_statem,environmental_policy_and_assessment,environmental_performance_targets,reduced_environmental_impact,increased_renewable_energy,disclosure_of_raw_material_use,resource_efficiency_target,disclosure_of_water_discharges,supplier_guidelines,disclosure_of_suppliers_audited,disclosure_of_supplier_evaluation_procedures,supplier_environmental_assessment,energy_consump_bool,water_withdraw_bool,ghg_emis_bool,transport_emis_bool
SAAB AB,SAAB,2020,3373.738336,1,0,Large,Industrial Goods and Services,Sweden,4,2019,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1
SAAB AB,SAAB,2021,3728.24224,1,0,Large,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1
SAAB AB,SAAB,2022,3951.804282,1,0,Large,Industrial Goods and Services,Sweden,4,2019,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1
"SCA, Svenska Cellulosa AB",SCA,2020,1896.210246,1,0,Large,Consumer Goods and Services,Sweden,4,2019,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Skanska AB,SKA,2019,16326.86,1,0,Large,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1
Skanska AB,SKA,2020,13376.78537,1,0,Large,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1
Skanska AB,SKA,2021,13698.81927,1,0,Large,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1
Skanska AB,SKA,2022,15350.94301,1,0,Large,Industrial Goods and Services,Sweden,4,2019,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1
Trelleborg AB,TREL,2019,3483.907827,1,0,Large,Industrial Goods and Services,Sweden,3,2019,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0
Trelleborg AB,TREL,2020,3126.642544,1,0,Large,Industrial Goods and Services,Sweden,3,2019,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
Trelleborg AB,TREL,2021,3224.528661,1,0,Large,Industrial Goods and Services,Sweden,3,2019,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0
VBG GROUP AB,VBG,2019,354.7364312,1,0,Mid,Consumer Goods and Services,Sweden,3,2019,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
VBG GROUP AB,VBG,2020,299.6762521,1,0,Mid,Consumer Goods and Services,Sweden,3,2019,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0
VBG GROUP AB,VBG,2021,343.8583127,1,0,Mid,Consumer Goods and Services,Sweden,3,2019,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Volvo AB,VOLV,2020,32226.81394,1,0,Large,Industrial Goods and Services,Sweden,3,2019,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0
Volvo AB,VOLV,2019,41133.1175,1,0,Large,Industrial Goods and Services,Sweden,3,2019,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
Volvo AB,VOLV,2021,35442.39193,1,0,Large,Industrial Goods and Services,Sweden,3,2019,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
NCC AB,NCC,2019,5545.03904,1,0,Large,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0
NCC AB,NCC,2020,5134.450581,1,0,Large,Industrial Goods and Services,Sweden,4,2019,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0
NCC AB,NCC,2021,5086.078842,1,0,Large,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0
NCC AB,NCC,2022,5098.792755,1,0,Large,Industrial Goods and Services,Sweden,4,2019,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1
Elanders AB,ELAN,2019,1071.61493,1,0,Mid,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
Elanders AB,ELAN,2020,1052.190059,1,0,Mid,Industrial Goods and Services,Sweden,4,2019,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0
Elanders AB,ELAN,2021,1117.22529,1,0,Mid,Industrial Goods and Services,Sweden,4,2019,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Elanders AB,ELAN,2022,1425.823653,1,0,Mid,Industrial Goods and Services,Sweden,4,2019,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0
Skandinaviska Enskilda Banken AB,SEB,2021,5200.342792,1,0,Large,Finance,Sweden,4,2019,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1
Skandinaviska Enskilda Banken AB,SEB,2022,6076.348302,1,0,Large,Finance,Sweden,4,2019,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
RaySearch Laboratories AB,RAY,2019,70.84362671,0,1,Mid,Health Care,Sweden,4,2019,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
RaySearch Laboratories AB,RAY,2020,62.0453247,0,1,Mid,Health Care,Sweden,4,2019,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0
RaySearch Laboratories AB,RAY,2021,61.10007618,0,1,Mid,Health Care,Sweden,4,2019,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
RaySearch Laboratories AB,RAY,2022,79.36347408,0,1,Mid,Health Care,Sweden,4,2019,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Skandinaviska Enskilda Banken AB,SEB,2019,4773.75738,1,0,Large,Finance,Sweden,4,2019,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1
Skandinaviska Enskilda Banken AB,SEB,2020,4734.050657,1,0,Large,Finance,Sweden,4,2019,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
Securitas AB,SECU,2019,10559.79813,1,0,Large,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1
Securitas AB,SECU,2020,10283.08894,1,0,Large,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1
Securitas AB,SECU,2021,10255.18949,1,0,Large,Industrial Goods and Services,Sweden,4,2019,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1
Securitas AB,SECU,2022,12534.55571,1,0,Large,Industrial Goods and Services,Sweden,4,2019,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1
Elekta AB,EKTA,2019,1390.306608,1,0,Large,Health Care,Sweden,4,2019,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
Elekta AB,EKTA,2020,1310.512283,1,0,Large,Health Care,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1
Elekta AB,EKTA,2021,1310.512283,1,0,Large,Health Care,Sweden,4,2019,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1
Elekta AB,EKTA,2022,1368.634212,1,0,Large,Health Care,Sweden,4,2019,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1
Hufvudstaden AB,HUFV,2019,188.649781,0,1,Large,Finance,Sweden,4,2019,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0
Hufvudstaden AB,HUFV,2020,175.1666349,0,1,Large,Finance,Sweden,4,2019,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0
Hufvudstaden AB,HUFV,2021,236.8977338,0,1,Large,Finance,Sweden,4,2019,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1
Hufvudstaden AB,HUFV,2022,258.5427922,0,1,Large,Finance,Sweden,4,2019,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
SSAB AB,SSAB,2019,7282.898496,1,0,Large,Basic Materials,Sweden,4,2019,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SSAB AB,SSAB,2020,6227.00438,1,0,Large,Basic Materials,Sweden,4,2019,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
SSAB AB,SSAB,2021,9130.737002,1,0,Large,Basic Materials,Sweden,4,2019,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0
SSAB AB,SSAB,2022,12111.9612,1,0,Large,Basic Materials,Sweden,4,2019,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"SCA, Svenska Cellulosa AB",SCA,2022,1956.161806,1,0,Large,Consumer Goods and Services,Sweden,4,2019,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"SCA, Svenska Cellulosa AB",SCA,2019,1865.454199,1,0,Large,Consumer Goods and Services,Sweden,4,2019,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"SCA, Svenska Cellulosa AB",SCA,2021,1792.230051,1,0,Large,Consumer Goods and Services,Sweden,4,2019,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Catella AB,CAT,2019,224.0525614,0,1,Mid,Finance,Sweden,4,2019,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0
Catella AB,CAT,2020,220.1485431,0,1,Mid,Finance,Sweden,4,2019,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Catella AB,CAT,2021,171.9672443,0,1,Mid,Finance,Sweden,4,2019,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
Catella AB,CAT,2022,187.7779685,0,1,Mid,Finance,Sweden,4,2019,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1
Industrivärden AB,INDU,2019,2841.07789,0,1,Large,Finance,Sweden,4,2019,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1
Industrivärden AB,INDU,2020,825.080937,0,0,Large,Finance,Sweden,4,2019,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Industrivärden AB,INDU,2021,2557.608075,0,0,Large,Finance,Sweden,4,2019,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1
Industrivärden AB,INDU,2022,,0,0,Large,Finance,Sweden,4,2019,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1
Ratos AB,RATO,2019,2386.30737,1,0,Large,Finance,Sweden,4,2019,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
Atrium Ljungberg AB,ATRLJ,2019,265.524,0,1,Large,Finance,Sweden,4,2019,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0
Atrium Ljungberg AB,ATRLJ,2020,270.3294611,0,1,Large,Finance,Sweden,4,2019,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1
Atrium Ljungberg AB,ATRLJ,2021,293.6583508,0,1,Large,Finance,Sweden,4,2019,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1
Atrium Ljungberg AB,ATRLJ,2022,294.9318294,0,1,Large,Finance,Sweden,4,2019,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1
Gunnebo AB,GUNN,2019,519.8057513,1,0,Mid,Industrial Goods and Services,Sweden,1,2019,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0
Bure Equity AB,BURE,2019,36.04,0,1,Large,Finance,Sweden,4,2019,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
Bure Equity AB,BURE,2020,26.54,0,1,Large,Finance,Sweden,4,2019,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0
Bure Equity AB,BURE,2021,19.17,0,0,Large,Finance,Sweden,4,2019,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
Bure Equity AB,BURE,2022,19.39,0,0,Large,Finance,Sweden,4,2019,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
Getinge AB,GETI,2019,2528.946867,1,0,Large,Health Care,Sweden,4,2019,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0
Getinge AB,GETI,2020,2839.363931,1,0,Large,Health Care,Sweden,4,2019,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1
Getinge AB,GETI,2021,2575.604647,1,0,Large,Health Care,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1
Getinge AB,GETI,2022,2661.630404,1,0,Large,Health Care,Sweden,4,2019,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0
Meda AB,MEDA,2022,,0,0,Large,Health Care,Sweden,1,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swedbank AB,SWED,2019,4376.309274,1,0,Large,Finance,Sweden,4,2019,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1
Swedbank AB,SWED,2020,4349.266806,1,0,Large,Finance,Sweden,4,2019,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
Swedbank AB,SWED,2021,4464.863835,1,0,Large,Finance,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1
Swedbank AB,SWED,2022,5006.67921,1,0,Large,Finance,Sweden,4,2019,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1
Medivir AB,MVIR,2020,1.328127976,0,0,Mid,Health Care,Sweden,1,2020,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Swedish Match AB,SWMA,2019,1427.146675,1,0,Large,Consumer Goods and Services,Sweden,3,2019,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1
Net Insight AB,NETI,2019,42.71567321,0,1,Mid,Other,Sweden,4,2019,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Net Insight AB,NETI,2020,43.00133308,0,1,Mid,Other,Sweden,4,2019,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0
Net Insight AB,NETI,2021,36.24900019,0,1,Mid,Other,Sweden,4,2019,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Net Insight AB,NETI,2022,44.69604852,0,1,Mid,Other,Sweden,4,2019,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0
ContextVision,CONTX,2019,9.075604647,0,1,Mid,Technology,Sweden,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycronic AB,MYCR,2019,410.1123596,1,0,Large,Technology,Sweden,4,2019,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1
Mycronic AB,MYCR,2020,359.9885736,1,0,Large,Technology,Sweden,4,2019,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1
Mycronic AB,MYCR,2021,441.3445058,1,0,Large,Technology,Sweden,4,2019,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
Mycronic AB,MYCR,2022,481.5808722,1,0,Large,Technology,Sweden,4,2019,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1
Castellum AB,CAST,2019,549.84,0,1,Large,Finance,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1
Castellum AB,CAST,2020,571.7006285,0,1,Large,Finance,Sweden,4,2019,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1
Castellum AB,CAST,2021,604.9323938,0,1,Large,Finance,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1
Castellum AB,CAST,2022,549.2223349,0,1,Large,Finance,Sweden,4,2019,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
Autoliv Inc. SDB,ALIV,2019,7632.142857,1,0,Large,Consumer Goods and Services,United States,4,2019,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0
Autoliv Inc. SDB,ALIV,2020,6649.107143,1,0,Large,Consumer Goods and Services,United States,4,2019,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0
Autoliv Inc. SDB,ALIV,2021,7348.214286,1,0,Large,Consumer Goods and Services,United States,4,2019,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
Autoliv Inc. SDB,ALIV,2022,8396.573529,1,0,Large,Consumer Goods and Services,United States,4,2019,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
Traction AB,TRAC,2019,40.72557608,0,0,Mid,Finance,Sweden,4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Traction AB,TRAC,2020,,0,0,Mid,Finance,Sweden,4,2019,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Traction AB,TRAC,2021,128.9278233,0,0,Mid,Finance,Sweden,4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Traction AB,TRAC,2022,,0,0,Mid,Finance,Sweden,4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Modern Times Group MTG AB,MTG,2020,380.5941725,0,1,Large,Other,Sweden,4,2019,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1
Modern Times Group MTG AB,MTG,2021,505.2370977,1,0,Large,Other,Sweden,4,2019,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1
Modern Times Group MTG AB,MTG,2019,403.9230623,1,0,Large,Other,Sweden,4,2019,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1
Proact IT Group AB,PACT,2019,324.5,0,1,Mid,Technology,Sweden,4,2019,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0
Knowit AB,KNOW,2019,317.5680823,1,0,Mid,Technology,Sweden,4,2019,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1
Knowit AB,KNOW,2020,321.7577604,1,0,Mid,Technology,Sweden,4,2019,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1
Knowit AB,KNOW,2021,458.183108,1,0,Mid,Technology,Sweden,4,2019,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1
Knowit AB,KNOW,2022,642.8992693,1,0,Mid,Technology,Sweden,4,2019,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1
New Wave Group AB,NEWA,2019,657.3509808,1,0,Mid,Consumer Goods and Services,Sweden,4,2019,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1
New Wave Group AB,NEWA,2020,580.7274805,1,0,Mid,Consumer Goods and Services,Sweden,4,2019,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0
New Wave Group AB,NEWA,2021,639.7448105,1,0,Mid,Consumer Goods and Services,Sweden,4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Wave Group AB,NEWA,2022,790.62,1,0,Mid,Consumer Goods and Services,Sweden,4,2019,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0
Biotage AB,BIOT,2019,104.8726909,0,1,Large,Health Care,Sweden,4,2019,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0
Biotage AB,BIOT,2020,104.0066654,0,1,Large,Health Care,Sweden,4,2019,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Biotage AB,BIOT,2021,117.3109884,0,1,Large,Health Care,Sweden,4,2019,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Biotage AB,BIOT,2022,147.324799,0,1,Large,Health Care,Sweden,4,2019,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
Balder Fastighets AB,BALD,2021,853.1708246,1,0,Large,Finance,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1
Balder Fastighets AB,BALD,2022,766.1642163,1,0,Large,Finance,Sweden,4,2019,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1
Balder Fastighets AB,BALD,2019,718.73,0,1,Large,Finance,Sweden,4,2019,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0
Balder Fastighets AB,BALD,2020,774.5191392,0,1,Large,Finance,Sweden,4,2019,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0
BioGaia AB,BIOG,2019,73.15749381,0,1,Mid,Health Care,Sweden,4,2019,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0
BioGaia AB,BIOG,2020,71.13664064,0,1,Mid,Health Care,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1
BioGaia AB,BIOG,2021,74.75814131,0,1,Mid,Health Care,Sweden,4,2019,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1
BioGaia AB,BIOG,2022,103.861161,0,1,Mid,Health Care,Sweden,4,2019,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1
AddNode Group AB,ANOD,2019,326.9853361,1,0,Large,Technology,Sweden,4,2019,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AddNode Group AB,ANOD,2020,362.5023805,1,0,Large,Technology,Sweden,4,2019,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
AddNode Group AB,ANOD,2022,556.515,1,0,Large,Technology,Sweden,4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kungsleden AB,KLED,2019,230.2418587,0,1,Mid,Finance,Sweden,2,2019,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0
Kungsleden AB,KLED,2020,238.1451152,0,1,Mid,Finance,Sweden,2,2019,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1
Midsona AB,MSON,2021,359.2649019,0,1,Mid,Consumer Goods and Services,Sweden,3,2019,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1
Midsona AB,MSON,2019,293.3726909,0,1,Mid,Consumer Goods and Services,Sweden,3,2019,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1
Midsona AB,MSON,2020,353.1708246,0,1,Mid,Consumer Goods and Services,Sweden,3,2019,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Sensys Gatso Group AB,SENS,2020,43.3187012,0,1,Mid,Industrial Goods and Services,Sweden,1,2020,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Clas Ohlson AB,CLAS,2019,833.9649591,1,0,Mid,Consumer Goods and Services,Sweden,3,2019,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1
Clas Ohlson AB,CLAS,2020,788.8021329,1,0,Mid,Consumer Goods and Services,Sweden,3,2019,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1
Clas Ohlson AB,CLAS,2022,848.9520983,1,0,Mid,Consumer Goods and Services,Sweden,3,2019,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1
Duni AB,DUNI,2019,528.1851076,1,0,Mid,Consumer Goods and Services,Sweden,4,2019,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
Duni AB,DUNI,2020,428.5850314,1,0,Mid,Consumer Goods and Services,Sweden,4,2019,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0
Duni AB,DUNI,2021,481.908208,1,0,Mid,Consumer Goods and Services,Sweden,4,2019,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0
Duni AB,DUNI,2022,656.2558796,1,0,Mid,Consumer Goods and Services,Sweden,4,2019,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
ICA Gruppen AB,ICA,2019,11359.2649,1,0,Large,Consumer Goods and Services,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1
ICA Gruppen AB,ICA,2020,12024.66197,1,0,Large,Consumer Goods and Services,Sweden,4,2019,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
ICA Gruppen AB,ICA,2021,12184.06018,1,0,Large,Consumer Goods and Services,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
Sandvik AB,SAND,2019,9807.655685,1,0,Large,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
Sandvik AB,SAND,2020,8227.38526,1,0,Large,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
Sandvik AB,SAND,2021,9436.773948,1,0,Large,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
Sandvik AB,SAND,2022,8062.410774,1,0,Large,Industrial Goods and Services,Sweden,4,2019,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1
Telia Company AB,TELIA,2019,8185.583698,1,0,Large,Other,Sweden,2,2019,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
Telia Company AB,TELIA,2020,8492.763283,1,0,Large,Other,Sweden,2,2019,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0
CellaVision AB,CEVI,2019,43.96991049,0,1,Mid,Health Care,Sweden,4,2019,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
CellaVision AB,CEVI,2020,44.89078271,0,1,Mid,Health Care,Sweden,4,2019,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
CellaVision AB,CEVI,2021,53.85183775,0,1,Mid,Health Care,Sweden,4,2019,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
CellaVision AB,CEVI,2022,60.11529153,0,1,Mid,Health Care,Sweden,4,2019,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0
Alfa Laval AB,ALFA,2019,4429.346791,1,0,Large,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
Alfa Laval AB,ALFA,2020,3948.581223,1,0,Large,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
Alfa Laval AB,ALFA,2021,3895.543706,1,0,Large,Industrial Goods and Services,Sweden,4,2019,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
Alfa Laval AB,ALFA,2022,4904.515522,1,0,Large,Industrial Goods and Services,Sweden,4,2019,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
Oasmia Pharmaceutical AB,OASM,2019,0.188535517,0,0,Mid,Health Care,Sweden,2,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oasmia Pharmaceutical AB,OASM,2020,19.219482,0,1,Mid,Health Care,Sweden,2,2019,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Orexo AB,ORX,2019,80.44182061,0,1,Mid,Health Care,Sweden,2,2019,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
Orexo AB,ORX,2020,63.1879642,0,1,Mid,Health Care,Sweden,2,2019,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0
Alligator Bioscience AB,ATORX,2019,0.414968577,0,0,Mid,Health Care,Sweden,2,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alligator Bioscience AB,ATORX,2020,0.414397258,0,0,Mid,Health Care,Sweden,2,2019,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AQ Group AB,AQ,2019,486.8596458,1,0,Mid,Industrial Goods and Services,Sweden,4,2019,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0
AQ Group AB,AQ,2020,458.8650733,1,0,Mid,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
AQ Group AB,AQ,2021,520.9483908,1,0,Mid,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0
AQ Group AB,AQ,2022,663.5260582,1,0,Mid,Industrial Goods and Services,Sweden,4,2019,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0
BTS Group AB,BTS,2019,177.5852219,0,1,Mid,Industrial Goods and Services,Sweden,4,2019,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
