company,ticker,year,revenue_MEUR,csrd_2025,csrd_2027,segment,industry,hq_country,years_esg_data,base_year,external_audit_of_ESG_report,ceo_sust_statem,environmental_policy_and_assessment,environmental_performance_targets,reduced_environmental_impact,increased_renewable_energy,disclosure_of_raw_material_use,resource_efficiency_target,disclosure_of_water_discharges,supplier_guidelines,disclosure_of_suppliers_audited,disclosure_of_supplier_evaluation_procedures,supplier_environmental_assessment,energy_consump_bool,water_withdraw_bool,ghg_emis_bool,transport_emis_bool
Polaris Media ASA,POL,2022,359.3132307,1,0,Mid,Consumer Goods and Services,Norway,4,2019,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1
Wallenius Wilhelmsen ASA,WAWI,2019,3490.178571,1,0,Large,Industrial Goods and Services,Norway,3,2019,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Wallenius Wilhelmsen ASA,WAWI,2020,2641.071429,1,0,Large,Industrial Goods and Services,Norway,3,2019,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0
Wallenius Wilhelmsen ASA,WAWI,2021,3467.857143,1,0,Large,Industrial Goods and Services,Norway,3,2019,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0
Wilh. Wilhelmsen Holding ASA,WWI,2019,746.4285714,1,0,Mid,Industrial Goods and Services,Norway,4,2019,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wilh. Wilhelmsen Holding ASA,WWI,2020,725.0,1,0,Mid,Industrial Goods and Services,Norway,4,2019,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0
Wilh. Wilhelmsen Holding ASA,WWI,2022,909.7395885,1,0,Mid,Industrial Goods and Services,Norway,4,2019,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1
Wilh. Wilhelmsen Holding ASA,WWI,2021,779.4642857,1,0,Mid,Industrial Goods and Services,Norway,4,2019,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1
Gjensidige Forsikring ASA,GJF,2019,3003.128873,1,0,Large,Finance,Norway,4,2019,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1
Gjensidige Forsikring ASA,GJF,2020,2870.832402,1,0,Large,Finance,Norway,4,2019,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1
Gjensidige Forsikring ASA,GJF,2021,3241.634328,1,0,Large,Finance,Norway,4,2019,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1
Gjensidige Forsikring ASA,GJF,2022,580.1374418,1,0,Large,Finance,Norway,4,2019,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Nordic Nanovector ASA,NANOV,2020,,0,0,Mid,Health Care,Norway,1,2020,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kværner ASA,KVAER,2019,917.5318475,1,0,Mid,Energy and Utilities,Norway,1,2019,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0
Selvaag Bolig ASA,SBO,2019,342.2458807,0,1,Mid,Finance,Norway,4,2019,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Selvaag Bolig ASA,SBO,2020,274.0811475,0,1,Mid,Finance,Norway,4,2019,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
Selvaag Bolig ASA,SBO,2021,345.6740283,0,1,Mid,Finance,Norway,4,2019,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1
Selvaag Bolig ASA,SBO,2022,286.6962247,0,1,Mid,Finance,Norway,4,2019,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1
NEXT Biometrics Group ASA,NEXT,2020,5.870293992,0,1,Mid,Technology,Norway,1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpareBank 1 SR-Bank,SRBANK,2021,685.101282,1,0,Large,Finance,Norway,4,2019,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1
SpareBank 1 SR-Bank,SRBANK,2022,697.0206869,1,0,Large,Finance,Norway,4,2019,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1
SpareBank 1 SR-Bank,SRBANK,2019,582.3970418,1,0,Large,Finance,Norway,4,2019,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1
SpareBank 1 SR-Bank,SRBANK,2020,633.5967817,1,0,Large,Finance,Norway,4,2019,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1
B2Holding ASA,B2H,2019,291.9424409,1,0,Mid,Finance,Norway,4,2019,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
B2Holding ASA,B2H,2020,227.3512262,1,0,Mid,Finance,Norway,4,2019,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1
B2Holding ASA,B2H,2021,320.5063085,1,0,Mid,Finance,Norway,4,2019,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
B2Holding ASA,B2H,2022,245.4812154,1,0,Mid,Finance,Norway,4,2019,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
BerGenBio ASA,BGBIO,2019,0.904122392,0,1,Mid,Health Care,Norway,4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BerGenBio ASA,BGBIO,2020,0.061053658,0,0,Mid,Health Care,Norway,4,2019,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
BerGenBio ASA,BGBIO,2021,0.078628172,0,0,Mid,Health Care,Norway,4,2019,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
BerGenBio ASA,BGBIO,2022,0.038504916,0,0,Mid,Health Care,Norway,4,2019,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1
Ocean Yield ASA,OCYO,2019,229.4642857,0,1,Mid,Energy and Utilities,Norway,2,2019,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0
Ocean Yield ASA,OCYO,2020,231.0714286,0,1,Mid,Energy and Utilities,Norway,2,2019,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1
Borregaard ASA,BRG,2019,502.9561755,1,0,Mid,Basic Materials,Sweden,4,2019,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1
Borregaard ASA,BRG,2020,541.2543936,1,0,Mid,Basic Materials,Sweden,4,2019,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Komplett Bank ASA,KOMP,2019,119.4254251,0,1,Mid,Finance,Norway,2,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Komplett Bank ASA,KOMP,2020,131.5040939,0,1,Mid,Finance,Norway,2,2019,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Vow ASA(formerly Scanship Holding),VOW,2019,38.68424795,0,1,Mid,Industrial Goods and Services,Norway,4,2019,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Vow ASA(formerly Scanship Holding),VOW,2020,46.70960401,0,1,Mid,Industrial Goods and Services,Norway,4,2019,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Vow ASA(formerly Scanship Holding),VOW,2021,46.13055934,0,1,Mid,Industrial Goods and Services,Norway,4,2019,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1
Vow ASA(formerly Scanship Holding),VOW,2022,77.48495784,0,1,Mid,Industrial Goods and Services,Norway,4,2019,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1
Nykode Therapeutics AS,NYKD,2021,35.766,0,1,Mid,Health Care,Norway,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scatec Solar ASA,SCATC,2019,644.1618074,0,1,Large,Other,Norway,3,2019,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1
Scatec Solar ASA,SCATC,2020,288.9128182,0,1,Large,Other,Norway,3,2019,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0
Scatec Solar ASA,SCATC,2021,308.6206546,0,1,Large,Other,Norway,3,2019,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1
Entra ASA,ENTRA,2019,268.0875272,0,1,Large,Finance,Norway,4,2019,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
Entra ASA,ENTRA,2020,239.0337065,0,1,Large,Finance,Norway,4,2019,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
Entra ASA,ENTRA,2021,254.7796583,0,1,Large,Finance,Norway,4,2019,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
Entra ASA,ENTRA,2022,312.5926122,0,1,Large,Finance,Norway,4,2019,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1
Aker Solutions ASA,AKSO,2019,2972.734107,1,0,Large,Energy and Utilities,Norway,4,2019,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1
Aker Solutions ASA,AKSO,2020,2888.518661,1,0,Large,Energy and Utilities,Norway,4,2019,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1
Aker Solutions ASA,AKSO,2021,2965.826205,1,0,Large,Energy and Utilities,Norway,4,2019,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
Aker Solutions ASA,AKSO,2022,4099.635282,1,0,Large,Energy and Utilities,Norway,4,2019,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1
XXL ASA,XXL,2019,913.468376,1,0,Mid,Consumer Goods and Services,Norway,4,2019,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1
XXL ASA,XXL,2020,1058.839066,1,0,Mid,Consumer Goods and Services,Norway,4,2019,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1
XXL ASA,XXL,2021,1016.477377,1,0,Mid,Consumer Goods and Services,Norway,4,2019,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1
XXL ASA,XXL,2022,834.0422263,1,0,Mid,Consumer Goods and Services,Norway,4,2019,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0
Multiconsult ASA,MULTI,2019,413.3244276,1,0,Mid,Industrial Goods and Services,Norway,4,2019,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0
Multiconsult ASA,MULTI,2020,371.8990634,1,0,Mid,Industrial Goods and Services,Norway,4,2019,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0
Multiconsult ASA,MULTI,2021,435.2654463,1,0,Mid,Industrial Goods and Services,Norway,4,2019,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1
Multiconsult ASA,MULTI,2022,494.5244723,1,0,Mid,Industrial Goods and Services,Norway,4,2019,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1
Europris ASA,EPR,2019,624.19259,1,0,Large,Consumer Goods and Services,Norway,4,2019,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0
Europris ASA,EPR,2020,814.0149129,1,0,Large,Consumer Goods and Services,Norway,4,2019,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1
Europris ASA,EPR,2021,878.5225218,1,0,Large,Consumer Goods and Services,Norway,4,2019,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1
Europris ASA,EPR,2022,883.8212635,1,0,Large,Consumer Goods and Services,Norway,4,2019,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1
Schibsted ASA,SCHBO,2021,1485.503566,1,0,Large,Other,Norway,4,2019,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1
Schibsted ASA,SCHBO,2022,1511.689162,1,0,Large,Other,Norway,4,2019,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1
Sbanken,SBANK,2019,182.8388427,0,1,Large,Finance,Norway,4,2019,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0
Sbanken,SBANK,2020,187.986042,0,1,Large,Finance,Norway,4,2019,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1
Sbanken,SBANK,2021,154.1792804,0,1,Large,Finance,Norway,4,2019,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1
Sbanken,SBANK,2022,,0,0,Large,Finance,Norway,4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kid ASA,KID,2019,237.9162519,1,0,Mid,Consumer Goods and Services,Norway,3,2019,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1
Kid ASA,KID,2020,304.2176802,1,0,Mid,Consumer Goods and Services,Norway,3,2019,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1
Kid ASA,KID,2021,315.640911,1,0,Mid,Consumer Goods and Services,Norway,3,2019,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1
SpareBank 1 Østlandet,SPOL,2019,435.7057234,1,0,Large,Finance,Norway,4,2019,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
SpareBank 1 Østlandet,SPOL,2020,396.37,0,1,Large,Finance,Norway,4,2019,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1
SpareBank 1 Østlandet,SPOL,2021,449.3183527,1,0,Large,Finance,Norway,4,2019,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1
SpareBank 1 Østlandet,SPOL,2022,439.7875162,1,0,Large,Finance,Norway,4,2019,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1
Treasure ASA,TRE,2019,11.29,0,0,Mid,Industrial Goods and Services,Norway,4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Treasure ASA,TRE,2020,10.97053571,0,0,Mid,Industrial Goods and Services,Norway,4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Treasure ASA,TRE,2021,11.4375,0,0,Mid,Industrial Goods and Services,Norway,4,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Treasure ASA,TRE,2022,,0,0,Mid,Industrial Goods and Services,Norway,4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arcus asa,ARCUS,2019,275.300189,0,1,Mid,Consumer Goods and Services,Norway,2,2019,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0
Arcus asa,ARCUS,2020,320.6453808,0,1,Mid,Consumer Goods and Services,Norway,2,2019,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Self Storage Group ASA,SSGO,2019,27.07287836,0,1,Mid,Industrial Goods and Services,Norway,2,2019,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
Self Storage Group ASA,SSGO,2020,29.80028038,0,1,Mid,Industrial Goods and Services,Norway,2,2019,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
MPC Container Ships ASA,MPCC,2020,153.4821429,0,0,Large,Industrial Goods and Services,Norway,3,2020,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
MPC Container Ships ASA,MPCC,2021,343.4910714,0,1,Large,Industrial Goods and Services,Norway,3,2020,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0
MPC Container Ships ASA,MPCC,2022,585.7279522,0,1,Large,Industrial Goods and Services,Norway,3,2020,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1
Fjord1 ASA,FJORD,2019,270.5002133,1,0,Mid,Industrial Goods and Services,Norway,2,2019,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
Fjord1 ASA,FJORD,2020,314.9190353,1,0,Mid,Industrial Goods and Services,Norway,2,2019,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Crayon Group Holding ASA,CRAYN,2019,1383.410878,1,0,Large,Finance,Norway,3,2019,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0
Crayon Group Holding ASA,CRAYN,2020,1991.045633,1,0,Large,Finance,Norway,3,2019,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1
Crayon Group Holding ASA,CRAYN,2021,2685.785063,1,0,Large,Finance,Norway,3,2019,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1
Fjordkraft Holding ASA,FKRAFT,2019,723.5547248,0,1,Mid,Energy and Utilities,Norway,2,2019,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1
Elkem ASA,ELK,2019,2259.899632,1,0,Large,Basic Materials,Norway,4,2019,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0
Elkem ASA,ELK,2020,2440.622524,1,0,Large,Basic Materials,Norway,4,2019,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0
Elkem ASA,ELK,2021,3425.20165,1,0,Large,Basic Materials,Norway,4,2019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Elkem ASA,ELK,2022,4543.382,1,0,Large,Basic Materials,Norway,4,2019,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Kahoot! AS,KAHOT,2021,81.26428571,0,1,Large,Technology,Norway,1,2021,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Axactor SE,ACR,2019,368.1,1,0,Mid,Finance,Sweden,3,2019,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Axactor SE,ACR,2020,201.2,1,0,Mid,Finance,Sweden,3,2019,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1
Axactor SE,ACR,2021,195.1,1,0,Mid,Finance,Sweden,3,2019,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1
Adevinta ASA,ADE,2019,680.3,1,0,Large,Other,Norway,4,2019,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1
Adevinta ASA,ADE,2020,673.5,1,0,Large,Other,Norway,4,2019,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1
Adevinta ASA,ADE,2021,1139.0,1,0,Large,Other,Norway,4,2019,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1
Adevinta ASA,ADE,2022,1644.0,1,0,Large,Other,Norway,4,2019,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1
Norske Skog ASA,NSKOG,2019,1315.955221,1,0,Mid,Basic Materials,Norway,4,2019,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0
Norske Skog ASA,NSKOG,2020,931.8555842,1,0,Mid,Basic Materials,Norway,4,2019,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0
Norske Skog ASA,NSKOG,2021,1047.867693,1,0,Mid,Basic Materials,Norway,4,2019,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0
Norske Skog ASA,NSKOG,2022,1101.850935,1,0,Mid,Basic Materials,Norway,4,2019,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
Prosafe SE,PRS,2021,125.9821429,0,1,Large,Energy and Utilities,Cyprus,4,2019,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
Prosafe SE,PRS,2022,188.8801713,0,0,Large,Energy and Utilities,Cyprus,4,2019,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1
Prosafe SE,PRS,2019,201.2679704,0,1,Large,Energy and Utilities,Cyprus,4,2019,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0
Prosafe SE,PRS,2020,49.6497373,0,1,Large,Energy and Utilities,Cyprus,4,2019,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0
SATS ASA,SATS,2019,405.0265142,1,0,Mid,Consumer Goods and Services,Norway,2,2019,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0
SATS ASA,SATS,2020,359.0077003,1,0,Mid,Consumer Goods and Services,Norway,2,2019,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1
Aker Carbon Capture AS,ACC,2021,36.89398403,0,1,Large,Energy and Utilities,Norway,1,2021,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1
BEWi ASA,BEWI,2021,748.2,1,0,Large,Industrial Goods and Services,Norway,1,2021,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1
Link Mobility Group ASA,LINK,2020,359.5156342,0,1,Mid,Technology,Norway,3,2020,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
Link Mobility Group ASA,LINK,2021,448.0115403,0,1,Mid,Technology,Norway,3,2020,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Link Mobility Group ASA,LINK,2022,513.7336842,0,1,Mid,Technology,Norway,3,2020,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0
Aker Horizons AS,AKH,2021,125.7644406,0,1,Large,Energy and Utilities,Norway,1,2021,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1
Salmones Camanchaca S.A.,SACAM,2019,302.6419643,1,0,Large,Consumer Goods and Services,Chile,4,2019,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0
Sparebanken Møre,MORG,2021,231.5162844,0,1,Mid,Finance,Norway,4,2019,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1
Sparebanken Møre,MORG,2022,173.816538,0,1,Mid,Finance,Norway,4,2019,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1
Borregaard ASA,BRG,2021,580.5684797,1,0,Mid,Basic Materials,Sweden,4,2019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Borregaard ASA,BRG,2022,681.0848263,1,0,Mid,Basic Materials,Sweden,4,2019,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Bergman & Beving AB,BERG,2019,372.64,1,0,Mid,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0
Bergman & Beving AB,BERG,2020,410.4932394,1,0,Mid,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0
Bergman & Beving AB,BERG,2021,435.6313083,1,0,Mid,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0
Bergman & Beving AB,BERG,2022,446.772331,1,0,Mid,Industrial Goods and Services,Sweden,4,2019,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0
Hexagon AB,HEXA,2019,3907.7,1,0,Large,Technology,Sweden,4,2019,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
Electrolux AB,ELUX,2019,11329.36584,1,0,Large,Consumer Goods and Services,Sweden,4,2019,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
Electrolux AB,ELUX,2020,11041.70634,1,0,Large,Consumer Goods and Services,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0
Haldex AB,HLDX,2019,490.4780042,1,0,Mid,Consumer Goods and Services,Sweden,4,2019,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0
Haldex AB,HLDX,2020,381.5463721,1,0,Mid,Consumer Goods and Services,Sweden,4,2019,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0
Haldex AB,HLDX,2021,439.1544468,1,0,Mid,Consumer Goods and Services,Sweden,4,2019,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1
Haldex AB,HLDX,2022,471.1194732,1,0,Mid,Consumer Goods and Services,Sweden,4,2019,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1
Peab AB,PEAB,2019,5142.639497,1,0,Large,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1
Peab AB,PEAB,2020,5699.104932,1,0,Large,Industrial Goods and Services,Sweden,4,2019,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1
Peab AB,PEAB,2021,5610.645591,1,0,Large,Industrial Goods and Services,Sweden,4,2019,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
Peab AB,PEAB,2022,5826.479422,1,0,Large,Industrial Goods and Services,Sweden,4,2019,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1
"Hennes & Mauritz AB, H & M",HM,2022,21031.22655,1,0,Large,Consumer Goods and Services,Sweden,4,2019,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1
"Hennes & Mauritz AB, H & M",HM,2019,22162.92135,1,0,Large,Consumer Goods and Services,Sweden,4,2019,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0
"Hennes & Mauritz AB, H & M",HM,2020,17809.08398,1,0,Large,Consumer Goods and Services,Sweden,4,2019,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1
"Hennes & Mauritz AB, H & M",HM,2021,18945.6294,1,0,Large,Consumer Goods and Services,Sweden,4,2019,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
Investor AB,INVE,2019,4007.989,1,0,Large,Finance,Sweden,4,2019,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1
KABE Group,KABE,2021,310.9883832,0,1,Mid,Consumer Goods and Services,Sweden,3,2019,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0
KABE Group,KABE,2019,224.5286612,0,1,Mid,Consumer Goods and Services,Sweden,3,2019,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0
KABE Group,KABE,2020,262.0453247,0,1,Mid,Consumer Goods and Services,Sweden,3,2019,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0
SKF AB,SKF,2020,7127.404304,1,0,Large,Basic Materials,Sweden,3,2019,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
SKF AB,SKF,2019,8188.916397,1,0,Large,Basic Materials,Sweden,3,2019,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
SKF AB,SKF,2021,7782.517616,1,0,Large,Basic Materials,Sweden,3,2019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Ericsson, Telefonab. L M",ERIC,2020,22238.71643,1,0,Large,Technology,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
"Ericsson, Telefonab. L M",ERIC,2019,21635.498,1,0,Large,Technology,Sweden,4,2019,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1
"Ericsson, Telefonab. L M",ERIC,2022,25494.90455,1,0,Large,Technology,Sweden,4,2019,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
"Ericsson, Telefonab. L M",ERIC,2021,22120.92935,1,0,Large,Technology,Sweden,4,2019,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1
"Lundbergföretagen AB, L E",LUND,2022,3052.9913,1,0,Large,Finance,Sweden,4,2019,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1
"Lundbergföretagen AB, L E",LUND,2019,2061.988193,1,0,Large,Finance,Sweden,4,2019,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
"Lundbergföretagen AB, L E",LUND,2020,1893.639307,1,0,Large,Finance,Sweden,4,2019,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0
"Lundbergföretagen AB, L E",LUND,2021,2501.904399,1,0,Large,Finance,Sweden,4,2019,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1
Nolato AB,NOLA,2019,748.02,1,0,Large,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0
Ratos AB,RATO,2020,2292.039612,1,0,Large,Finance,Sweden,4,2019,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1
Ratos AB,RATO,2021,2147.210055,1,0,Large,Finance,Sweden,4,2019,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1
Ratos AB,RATO,2022,2810.554514,1,0,Large,Finance,Sweden,4,2019,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1
SAAB AB,SAAB,2019,3373.928775,1,0,Large,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1
