company,ticker,year,csrd_2025,csrd_2027,segment,industry,hq_country,base_year,external_audit_of_ESG_report,revenue_MEUR,energy_consump_GJ,water_withdraw_thm3,ghg_emis_kt,transport_emis_kt,ghg_emis_per_MEUR_revenue,water_withdraw_per_MEUR_revenue
Aker BP ASA,AKRBP,2019,1,0,Large,Energy and Utilities,Norway,2019,0,2980.952679,13824322.0,280.796,1040.62,,0.34908974145442984,0.09419673179588907
Aker BP ASA,AKRBP,2020,1,0,Large,Energy and Utilities,Norway,2019,0,2560.850893,15704022.0,189.826,1000.646,93.355,0.39074746707636604,0.07412614319673316
Aker BP ASA,AKRBP,2021,1,0,Large,Energy and Utilities,Norway,2019,1,5035.705357,15498707.0,17886.0,933.537,2859.64,0.1853835627420725,3.551836084916515
Aker BP ASA,AKRBP,2022,1,0,Large,Energy and Utilities,Norway,2019,1,12353.65585,18305758.0,16869.999,1070.515,63.054,0.08665572466955199,1.3655875802951076
Bouvet ASA,BOUVET,2019,1,0,Mid,Technology,Norway,2019,0,216.5830269,,,,,,
Bouvet ASA,BOUVET,2020,1,0,Mid,Technology,Norway,2019,0,187.630793,,,,,,
Grieg Seafood ASA,GSF,2019,0,1,Mid,Consumer Goods and Services,Norway,2019,1,482.7,,,42.667,,0.08839237621711209,
Grieg Seafood ASA,GSF,2020,0,1,Mid,Consumer Goods and Services,Norway,2019,1,418.618,,,43.243,146.35,0.10329942811823668,
Grieg Seafood ASA,GSF,2021,0,1,Mid,Consumer Goods and Services,Norway,2019,1,467.1554684,,,32.499,370.421,0.06956784667705712,
Grieg Seafood ASA,GSF,2022,0,1,Mid,Consumer Goods and Services,Norway,2019,1,709.096308,,,30.444,348.93,0.04293351926463563,
Norwegian Energy Company ASA,NOR,2019,0,1,Mid,Energy and Utilities,Norway,2019,0,297.3214286,,,,,,
Norwegian Energy Company ASA,NOR,2020,0,1,Mid,Energy and Utilities,Norway,2019,0,460.21,100462298.0,,322.6,,0.7009843332391735,
Norwegian Energy Company ASA,NOR,2021,0,1,Mid,Energy and Utilities,Norway,2019,0,504.4642857,,,,,,
Norwegian Energy Company ASA,NOR,2022,0,1,Mid,Energy and Utilities,Norway,2019,0,1800.13,,,270.0,,0.14998916744901755,
Norwegian Finans Holding,NOFI,2019,0,1,Large,Finance,Norway,2019,0,658.614661,,,,,,
Norwegian Finans Holding,NOFI,2020,0,1,Large,Finance,Norway,2019,0,686.420488,,,,,,
Norwegian Finans Holding,NOFI,2022,0,0,Large,Finance,Norway,2019,0,,,,,,,
Pareto Bank ASA,PARBO,2019,1,0,Mid,Finance,Norway,2019,0,304.31,,,,,,
Pareto Bank ASA,PARBO,2020,1,0,Mid,Finance,Norway,2019,0,350.17,,,,,,
Pareto Bank ASA,PARBO,2021,1,0,Mid,Finance,Norway,2019,0,527.66,,,,,,
Pareto Bank ASA,PARBO,2022,1,0,Mid,Finance,Norway,2019,0,345.5662826,,,,,,
PCI Biotech Holding ASA,PCIB,2019,0,1,Mid,Technology,Norway,2019,0,0.95410309,,,,,,
PCI Biotech Holding ASA,PCIB,2020,0,1,Mid,Technology,Norway,2019,0,0.748491436,,,,,,
Polaris Media ASA,POL,2019,1,0,Mid,Consumer Goods and Services,Norway,2019,0,237.9841118,63507.6,,,,,
Polaris Media ASA,POL,2020,1,0,Mid,Consumer Goods and Services,Norway,2019,0,357.1791381,69523.2,,,,,
Polaris Media ASA,POL,2021,1,0,Mid,Consumer Goods and Services,Norway,2019,0,352.692253,71596.8,,,,,
Polaris Media ASA,POL,2022,1,0,Mid,Consumer Goods and Services,Norway,2019,0,359.3132307,60548.4,,7.649,32.803,0.021287832861313003,
Wallenius Wilhelmsen ASA,WAWI,2019,1,0,Large,Industrial Goods and Services,Norway,2019,0,3490.178571,,,4640.0,,1.3294448709741964,
Wallenius Wilhelmsen ASA,WAWI,2020,1,0,Large,Industrial Goods and Services,Norway,2019,1,2641.071429,54753.588,38.856368,3778.748,,1.4307632722492338,0.014712350288349586
Wallenius Wilhelmsen ASA,WAWI,2021,1,0,Large,Industrial Goods and Services,Norway,2019,0,3467.857143,59976267.0,58.3924,4597.491,,1.325744057617889,0.016838179196010786
Wilh. Wilhelmsen Holding ASA,WWI,2019,1,0,Mid,Industrial Goods and Services,Norway,2019,0,746.4285714,,,,,,
Wilh. Wilhelmsen Holding ASA,WWI,2020,1,0,Mid,Industrial Goods and Services,Norway,2019,0,725.0,,,,,,
Wilh. Wilhelmsen Holding ASA,WWI,2022,1,0,Mid,Industrial Goods and Services,Norway,2019,0,909.7395885,98802.0,,6.049,28.678,0.006649155512704173,
Wilh. Wilhelmsen Holding ASA,WWI,2021,1,0,Mid,Industrial Goods and Services,Norway,2019,0,779.4642857,,,4.679,21.26,0.006002840779033271,
Gjensidige Forsikring ASA,GJF,2019,1,0,Large,Finance,Norway,2019,1,3003.128873,36619.2,,5.124,43.468,0.001706220484264912,
Gjensidige Forsikring ASA,GJF,2020,1,0,Large,Finance,Norway,2019,1,2870.832402,32540.4,,1.86,31.872,0.000647895710910957,
Gjensidige Forsikring ASA,GJF,2021,1,0,Large,Finance,Norway,2019,1,3241.634328,,9.098,0.797,94.512,0.0002458636352397364,0.0028066089754217338
Gjensidige Forsikring ASA,GJF,2022,1,0,Large,Finance,Norway,2019,1,580.1374418,36223.2,11.003,1.003,35.25,0.0017289006496253347,0.018966195262041435
Nordic Nanovector ASA,NANOV,2020,0,0,Mid,Health Care,Norway,2020,1,,,,,,,
Kværner ASA,KVAER,2019,1,0,Mid,Energy and Utilities,Norway,2019,0,917.5318475,1476.0,,,,,
Selvaag Bolig ASA,SBO,2019,0,1,Mid,Finance,Norway,2019,0,342.2458807,,,,,,
Selvaag Bolig ASA,SBO,2020,0,1,Mid,Finance,Norway,2019,0,274.0811475,,,,,,
Selvaag Bolig ASA,SBO,2021,0,1,Mid,Finance,Norway,2019,0,345.6740283,1750.68,,0.0212,20.1043,6.132945568476775e-05,
Selvaag Bolig ASA,SBO,2022,0,1,Mid,Finance,Norway,2019,0,286.6962247,,,0.1902,25.55604,0.0006634199672459098,
NEXT Biometrics Group ASA,NEXT,2020,0,1,Mid,Technology,Norway,2020,0,5.870293992,,,,,,
SpareBank 1 SR-Bank,SRBANK,2021,1,0,Large,Finance,Norway,2019,1,685.101282,,,0.1655,0.1223,0.0002415701215984588,
SpareBank 1 SR-Bank,SRBANK,2022,1,0,Large,Finance,Norway,2019,1,697.0206869,24840.0,,0.0693,1463.3983,9.942316103731699e-05,
SpareBank 1 SR-Bank,SRBANK,2019,1,0,Large,Finance,Norway,2019,1,582.3970418,,,0.2531,0.4479,0.0004345832513464528,
SpareBank 1 SR-Bank,SRBANK,2020,1,0,Large,Finance,Norway,2019,1,633.5967817,,,0.2279,0.1098,0.00035969248358320695,
B2Holding ASA,B2H,2019,1,0,Mid,Finance,Norway,2019,0,291.9424409,,,,,,
B2Holding ASA,B2H,2020,1,0,Mid,Finance,Norway,2019,0,227.3512262,,,0.42914,0.10078,0.001887564044288405,
B2Holding ASA,B2H,2021,1,0,Mid,Finance,Norway,2019,0,320.5063085,,,0.96599,1.21814,0.0030139500358695747,
B2Holding ASA,B2H,2022,1,0,Mid,Finance,Norway,2019,0,245.4812154,,,0.867,0.347,0.0035318384691360788,
BerGenBio ASA,BGBIO,2019,0,1,Mid,Health Care,Norway,2019,0,0.904122392,,,,,,
BerGenBio ASA,BGBIO,2020,0,0,Mid,Health Care,Norway,2019,0,0.061053658,,,,,,
BerGenBio ASA,BGBIO,2021,0,0,Mid,Health Care,Norway,2019,0,0.078628172,,,0.00589,0.01754,0.07490953751283955,
BerGenBio ASA,BGBIO,2022,0,0,Mid,Health Care,Norway,2019,0,0.038504916,,,0.00564,0.049,0.1464748033731589,
Ocean Yield ASA,OCYO,2019,0,1,Mid,Energy and Utilities,Norway,2019,0,229.4642857,,,,,,
Ocean Yield ASA,OCYO,2020,0,1,Mid,Energy and Utilities,Norway,2019,0,231.0714286,,,10000000.0,1210000000.0,43276.6615093321,
Borregaard ASA,BRG,2019,1,0,Mid,Basic Materials,Sweden,2019,1,502.9561755,6235200.0,55576.0,410.037,1472.92,0.81525393259636,110.498692942284
Borregaard ASA,BRG,2020,1,0,Mid,Basic Materials,Sweden,2019,1,541.2543936,6231600.0,55349.0,408.175,1315.307,0.7541278275546918,102.26060176964447
Komplett Bank ASA,KOMP,2019,0,1,Mid,Finance,Norway,2019,0,119.4254251,,,,,,
Komplett Bank ASA,KOMP,2020,0,1,Mid,Finance,Norway,2019,0,131.5040939,,,,,,
Vow ASA(formerly Scanship Holding),VOW,2019,0,1,Mid,Industrial Goods and Services,Norway,2019,1,38.68424795,,,,,,
Vow ASA(formerly Scanship Holding),VOW,2020,0,1,Mid,Industrial Goods and Services,Norway,2019,0,46.70960401,,,,,,
Vow ASA(formerly Scanship Holding),VOW,2021,0,1,Mid,Industrial Goods and Services,Norway,2019,0,46.13055934,,,0.2093,0.0072,0.004537122527766862,
Vow ASA(formerly Scanship Holding),VOW,2022,0,1,Mid,Industrial Goods and Services,Norway,2019,0,77.48495784,,,0.2273,0.8988,0.0029334725905040254,
Nykode Therapeutics AS,NYKD,2021,0,1,Mid,Health Care,Norway,2021,0,35.766,,,,,,
Scatec Solar ASA,SCATC,2019,0,1,Large,Other,Norway,2019,0,644.1618074,,,6.9053,4.0663,0.010719822132689825,
Scatec Solar ASA,SCATC,2020,0,1,Large,Other,Norway,2019,0,288.9128182,,5.93212,,,,0.020532560780648672
Scatec Solar ASA,SCATC,2021,0,1,Large,Other,Norway,2019,1,308.6206546,,11.0,5.868,25.11,0.019013633444610028,0.03564246214906447
Entra ASA,ENTRA,2019,0,1,Large,Finance,Norway,2019,1,268.0875272,482870.574,277.8,5.411,0.908,0.02018370662937727,1.0362287380596944
Entra ASA,ENTRA,2020,0,1,Large,Finance,Norway,2019,1,239.0337065,429994.0404,156.699,14.824,1.339,0.0620163583498631,0.6555518980750944
Entra ASA,ENTRA,2021,0,1,Large,Finance,Norway,2019,1,254.7796583,308692.8,153.369,4.055,1.237,0.01591571331501389,0.6019672097189558
Entra ASA,ENTRA,2022,0,1,Large,Finance,Norway,2019,1,312.5926122,,,3.59,31.082,0.01148459643602543,
Aker Solutions ASA,AKSO,2019,1,0,Large,Energy and Utilities,Norway,2019,0,2972.734107,399348.0,,35.255,12867.0,0.011859452857550842,
Aker Solutions ASA,AKSO,2020,1,0,Large,Energy and Utilities,Norway,2019,0,2888.518661,523872.0,,19.978,4.936,0.006916347908614048,
Aker Solutions ASA,AKSO,2021,1,0,Large,Energy and Utilities,Norway,2019,0,2965.826205,573944.4,,20.834,3.181,0.007024686734804813,
Aker Solutions ASA,AKSO,2022,1,0,Large,Energy and Utilities,Norway,2019,1,4099.635282,607388.4,,19.199,2730.807,0.004683099514802156,
XXL ASA,XXL,2019,1,0,Mid,Consumer Goods and Services,Norway,2019,0,913.468376,150692.04,,2.4605,5.7625,0.002693579837732664,
XXL ASA,XXL,2020,1,0,Mid,Consumer Goods and Services,Norway,2019,0,1058.839066,145396.08,,2.4862,4.3062,0.0023480433238945117,
XXL ASA,XXL,2021,1,0,Mid,Consumer Goods and Services,Norway,2019,0,1016.477377,153984.96,,2.3321,3.5939,0.0022942960195364978,
XXL ASA,XXL,2022,1,0,Mid,Consumer Goods and Services,Norway,2019,0,834.0422263,153984.96,,10.1725,,0.01219662467825821,
Multiconsult ASA,MULTI,2019,1,0,Mid,Industrial Goods and Services,Norway,2019,0,413.3244276,13.1292,,,,,
Multiconsult ASA,MULTI,2020,1,0,Mid,Industrial Goods and Services,Norway,2019,0,371.8990634,9.7704,,,,,
Multiconsult ASA,MULTI,2021,1,0,Mid,Industrial Goods and Services,Norway,2019,0,435.2654463,,,4.08,10.967,0.00937359037957707,
Multiconsult ASA,MULTI,2022,1,0,Mid,Industrial Goods and Services,Norway,2019,1,494.5244723,,,3.848,15.637,0.007781212489046722,
Europris ASA,EPR,2019,1,0,Large,Consumer Goods and Services,Norway,2019,0,624.19259,,,,,,
Europris ASA,EPR,2020,1,0,Large,Consumer Goods and Services,Norway,2019,0,814.0149129,39148.2,,4.2471,7.222,0.005217471980788817,
Europris ASA,EPR,2021,1,0,Large,Consumer Goods and Services,Norway,2019,0,878.5225218,,,1.582,7.6644,0.001800750647528818,
Europris ASA,EPR,2022,1,0,Large,Consumer Goods and Services,Norway,2019,1,883.8212635,159205.3199,,1.2532,7.7993,0.0014179337517149474,
Schibsted ASA,SCHBO,2021,1,0,Large,Other,Norway,2019,0,1485.503566,112172.4,,0.724,11.895,0.00048737681724286076,
Schibsted ASA,SCHBO,2022,1,0,Large,Other,Norway,2019,0,1511.689162,116737.2,,0.628,22.004,0.00041542931958918154,
Sbanken,SBANK,2019,0,1,Large,Finance,Norway,2019,0,182.8388427,,,0.28742,,0.001571985447707059,
Sbanken,SBANK,2020,0,1,Large,Finance,Norway,2019,0,187.986042,,,171.92,87.02,0.9145359845386818,
Sbanken,SBANK,2021,0,1,Large,Finance,Norway,2019,0,154.1792804,,,0.07134,0.01463,0.0004627080877204561,
Sbanken,SBANK,2022,0,0,Large,Finance,Norway,2019,0,,,,,,,
Kid ASA,KID,2019,1,0,Mid,Consumer Goods and Services,Norway,2019,0,237.9162519,,,490.9,4418.1,2.063331092683543,
Kid ASA,KID,2020,1,0,Mid,Consumer Goods and Services,Norway,2019,0,304.2176802,,,0.93727,92.78973,0.0030809188978885653,
Kid ASA,KID,2021,1,0,Mid,Consumer Goods and Services,Norway,2019,0,315.640911,,,0.710526316,87.5,0.002251059008000392,
SpareBank 1 Østlandet,SPOL,2019,1,0,Large,Finance,Norway,2019,1,435.7057234,26184.96,2624.0,237.0,0.2023,0.5439451154108939,6.022413429696985
SpareBank 1 Østlandet,SPOL,2020,0,1,Large,Finance,Norway,2019,0,396.37,210721.7745,,0.71418,0.74758,0.0018018013472260767,
SpareBank 1 Østlandet,SPOL,2021,1,0,Large,Finance,Norway,2019,0,449.3183527,29179.44,,0.56749,0.12383,0.0012630020487476073,
SpareBank 1 Østlandet,SPOL,2022,1,0,Large,Finance,Norway,2019,0,439.7875162,21611.2068,,0.524,0.179,0.0011914844798861983,
Treasure ASA,TRE,2019,0,0,Mid,Industrial Goods and Services,Norway,2019,0,11.29,,,,,,
Treasure ASA,TRE,2020,0,0,Mid,Industrial Goods and Services,Norway,2019,0,10.97053571,,,,,,
Treasure ASA,TRE,2021,0,0,Mid,Industrial Goods and Services,Norway,2019,0,11.4375,,,,,,
Treasure ASA,TRE,2022,0,0,Mid,Industrial Goods and Services,Norway,2019,0,,,,,,,
Arcus asa,ARCUS,2019,0,1,Mid,Consumer Goods and Services,Norway,2019,0,275.300189,,,,,,
Arcus asa,ARCUS,2020,0,1,Mid,Consumer Goods and Services,Norway,2019,0,320.6453808,,,,,,
Self Storage Group ASA,SSGO,2019,0,1,Mid,Industrial Goods and Services,Norway,2019,0,27.07287836,,,,,,
Self Storage Group ASA,SSGO,2020,0,1,Mid,Industrial Goods and Services,Norway,2019,0,29.80028038,,,,,,
MPC Container Ships ASA,MPCC,2020,0,0,Large,Industrial Goods and Services,Norway,2020,0,153.4821429,,,,,,
MPC Container Ships ASA,MPCC,2021,0,1,Large,Industrial Goods and Services,Norway,2020,0,343.4910714,24508042.0,,1758.05238,,5.1181894563795645,
MPC Container Ships ASA,MPCC,2022,0,1,Large,Industrial Goods and Services,Norway,2020,0,585.7279522,25224000.0,,1810.21482,338.694,3.0905385566811607,
Fjord1 ASA,FJORD,2019,1,0,Mid,Industrial Goods and Services,Norway,2019,0,270.5002133,,,,,,
Fjord1 ASA,FJORD,2020,1,0,Mid,Industrial Goods and Services,Norway,2019,0,314.9190353,,,,,,
Crayon Group Holding ASA,CRAYN,2019,1,0,Large,Finance,Norway,2019,0,1383.410878,,,,,,
Crayon Group Holding ASA,CRAYN,2020,1,0,Large,Finance,Norway,2019,0,1991.045633,1321.158,,0.05003,0.08999,2.5127500430322884e-05,
Crayon Group Holding ASA,CRAYN,2021,1,0,Large,Finance,Norway,2019,0,2685.785063,28708.56,,1.3423,0.6098,0.000499779382383139,
Fjordkraft Holding ASA,FKRAFT,2019,0,1,Mid,Energy and Utilities,Norway,2019,0,723.5547248,2325.6,,0.0001,0.0001,1.3820654688923677e-07,
Elkem ASA,ELK,2019,1,0,Large,Basic Materials,Norway,2019,0,2259.899632,26676000.0,80000.0,,,,35.39980221564105
Elkem ASA,ELK,2020,1,0,Large,Basic Materials,Norway,2019,0,2440.622524,23040000.0,86900.0,3206.0,,1.313599283983335,35.605669924563884
Elkem ASA,ELK,2021,1,0,Large,Basic Materials,Norway,2019,1,3425.20165,25282800.0,85654.0,3421.0,8350.0,0.998773313098223,25.006994843646652
Elkem ASA,ELK,2022,1,0,Large,Basic Materials,Norway,2019,0,4543.382,23544000.0,89587.0,3360.0,7380.0,0.73953719938143,19.718130678864338
Kahoot! AS,KAHOT,2021,0,1,Large,Technology,Norway,2021,0,81.26428571,,,,,,
Axactor SE,ACR,2019,1,0,Mid,Finance,Sweden,2019,0,368.1,,,,,,
Axactor SE,ACR,2020,1,0,Mid,Finance,Sweden,2019,0,201.2,5751.542,,0.495177,0.1753,0.002461118290258449,
Axactor SE,ACR,2021,1,0,Mid,Finance,Sweden,2019,0,195.1,4655.2356,,0.707504,0.144031,0.0036263659661711946,
Adevinta ASA,ADE,2019,1,0,Large,Other,Norway,2019,0,680.3,16275.6,,1138.0,3671.0,1.6727914155519625,
Adevinta ASA,ADE,2020,1,0,Large,Other,Norway,2019,0,673.5,23745.6,,1.551,3.053,0.0023028953229398664,
Adevinta ASA,ADE,2021,1,0,Large,Other,Norway,2019,0,1139.0,19616.4,,1.437,3.273,0.0012616330114135206,
Adevinta ASA,ADE,2022,1,0,Large,Other,Norway,2019,0,1644.0,61394.4,,1.333,38.946,0.0008108272506082725,
Norske Skog ASA,NSKOG,2019,1,0,Mid,Basic Materials,Norway,2019,1,1315.955221,34264800.0,46000.0,1153.0,,0.8761696306990069,34.955596714791255
Norske Skog ASA,NSKOG,2020,1,0,Mid,Basic Materials,Norway,2019,1,931.8555842,35409600.0,,602.624,,0.6466924813433983,
Norske Skog ASA,NSKOG,2021,1,0,Mid,Basic Materials,Norway,2019,1,1047.867693,35625600.0,,644.0,,0.6145814059370949,
Norske Skog ASA,NSKOG,2022,1,0,Mid,Basic Materials,Norway,2019,1,1101.850935,24840000.0,99440.889,472.734,752.0,0.42903625616109314,90.2489491466466
Prosafe SE,PRS,2021,0,1,Large,Energy and Utilities,Cyprus,2019,0,125.9821429,19612.8,94236.0,0.0644,1.965,0.000511183557586557,748.0107722473103
Prosafe SE,PRS,2022,0,0,Large,Energy and Utilities,Cyprus,2019,0,188.8801713,61394.4,,24.388,95.652,0.12911890026436038,
Prosafe SE,PRS,2019,0,1,Large,Energy and Utilities,Cyprus,2019,0,201.2679704,1947.8268,123245.0,,,,612.3428370399068
Prosafe SE,PRS,2020,0,1,Large,Energy and Utilities,Cyprus,2019,0,49.6497373,940.5108,44289.0,,,,892.0288889423792
SATS ASA,SATS,2019,1,0,Mid,Consumer Goods and Services,Norway,2019,0,405.0265142,,,,,,
SATS ASA,SATS,2020,1,0,Mid,Consumer Goods and Services,Norway,2019,0,359.0077003,,,3.948,0.16,0.010996978607146605,
Aker Carbon Capture AS,ACC,2021,0,1,Large,Energy and Utilities,Norway,2021,0,36.89398403,3347.532,1.352,0.0032,0.0811,8.673500800016474e-05,0.036645540880069605
BEWi ASA,BEWI,2021,1,0,Large,Industrial Goods and Services,Norway,2021,1,748.2,,,48.0,613.0,0.06415396952686447,
Link Mobility Group ASA,LINK,2020,0,1,Mid,Technology,Norway,2020,0,359.5156342,,,,,,
Link Mobility Group ASA,LINK,2021,0,1,Mid,Technology,Norway,2020,0,448.0115403,,,,,,
Link Mobility Group ASA,LINK,2022,0,1,Mid,Technology,Norway,2020,0,513.7336842,,,0.3084,,0.0006003110356297716,
Aker Horizons AS,AKH,2021,0,1,Large,Energy and Utilities,Norway,2021,1,125.7644406,1169.28,0.000835,0.002,53.754,1.5902746360245808e-05,6.639396605402624e-06
Salmones Camanchaca S.A.,SACAM,2019,1,0,Large,Consumer Goods and Services,Chile,2019,1,302.6419643,483537.0,35583.336,36.65396,,0.12111327682127392,117.57568413323969
Sparebanken Møre,MORG,2021,0,1,Mid,Finance,Norway,2019,1,231.5162844,11993.4,,0.0929,0.0426,0.0004012676699643855,
Sparebanken Møre,MORG,2022,0,1,Mid,Finance,Norway,2019,0,173.816538,11817.72,,0.074,0.0998,0.00042573624380897514,
Borregaard ASA,BRG,2021,1,0,Mid,Basic Materials,Sweden,2019,1,580.5684797,6343200.0,57610.0,218.103,364.245,0.3756714455333528,99.230326850967
Borregaard ASA,BRG,2022,1,0,Mid,Basic Materials,Sweden,2019,1,681.0848263,6411600.0,54468.0,214.279,354.303,0.31461426202088916,79.97241737992893
Bergman & Beving AB,BERG,2019,1,0,Mid,Industrial Goods and Services,Sweden,2019,1,372.64,,,,,,
Bergman & Beving AB,BERG,2020,1,0,Mid,Industrial Goods and Services,Sweden,2019,1,410.4932394,,,,,,
Bergman & Beving AB,BERG,2021,1,0,Mid,Industrial Goods and Services,Sweden,2019,1,435.6313083,,,,,,
Bergman & Beving AB,BERG,2022,1,0,Mid,Industrial Goods and Services,Sweden,2019,0,446.772331,37008.0,,1.763,,0.0039460814326928405,
Hexagon AB,HEXA,2019,1,0,Large,Technology,Sweden,2019,0,3907.7,,,,,,
Electrolux AB,ELUX,2019,1,0,Large,Consumer Goods and Services,Sweden,2019,1,11329.36584,3622161.6,2638.0,,,,0.23284621904309516
Electrolux AB,ELUX,2020,1,0,Large,Consumer Goods and Services,Sweden,2019,1,11041.70634,,3192.0,110.0,,0.009962228356093013,0.2890857537513536
Haldex AB,HLDX,2019,1,0,Mid,Consumer Goods and Services,Sweden,2019,0,490.4780042,,,,,,
Haldex AB,HLDX,2020,1,0,Mid,Consumer Goods and Services,Sweden,2019,1,381.5463721,,,,,,
Haldex AB,HLDX,2021,1,0,Mid,Consumer Goods and Services,Sweden,2019,0,439.1544468,,,9.416,26.627,0.02144120381476688,
Haldex AB,HLDX,2022,1,0,Mid,Consumer Goods and Services,Sweden,2019,1,471.1194732,,,9.067,26.848,0.019245648961215556,
Peab AB,PEAB,2019,1,0,Large,Industrial Goods and Services,Sweden,2019,1,5142.639497,2290212.0,,106.3,281.0,0.02067031921292771,
Peab AB,PEAB,2020,1,0,Large,Industrial Goods and Services,Sweden,2019,0,5699.104932,,,230.0,219.0,0.04035721446512928,
Peab AB,PEAB,2021,1,0,Large,Industrial Goods and Services,Sweden,2019,0,5610.645591,4302000.0,,223.0,1100.0,0.03974587173314116,
Peab AB,PEAB,2022,1,0,Large,Industrial Goods and Services,Sweden,2019,0,5826.479422,4161600.0,,223.0,1100.0,0.03827354116415173,
"Hennes & Mauritz AB, H & M",HM,2022,1,0,Large,Consumer Goods and Services,Sweden,2019,0,21031.22655,4980547.0,,60.701,7.093,0.0028862320443217328,
"Hennes & Mauritz AB, H & M",HM,2019,1,0,Large,Consumer Goods and Services,Sweden,2019,1,22162.92135,,,61.462,,0.002773190367342977,
"Hennes & Mauritz AB, H & M",HM,2020,1,0,Large,Consumer Goods and Services,Sweden,2019,0,17809.08398,5408859.0,,72.58,17.387,0.004075448242116718,
"Hennes & Mauritz AB, H & M",HM,2021,1,0,Large,Consumer Goods and Services,Sweden,2019,1,18945.6294,4963650.0,,50.078,7.742,0.002643248157276844,
Investor AB,INVE,2019,1,0,Large,Finance,Sweden,2019,1,4007.989,4647.6,,0.116,356.97,2.894219520063553e-05,
KABE Group,KABE,2021,0,1,Mid,Consumer Goods and Services,Sweden,2019,1,310.9883832,25347.6,,2.2,,0.007074219227620334,
KABE Group,KABE,2019,0,1,Mid,Consumer Goods and Services,Sweden,2019,1,224.5286612,,,,,,
KABE Group,KABE,2020,0,1,Mid,Consumer Goods and Services,Sweden,2019,1,262.0453247,43250.4,7.707,,,,0.029410942587215716
SKF AB,SKF,2020,1,0,Large,Basic Materials,Sweden,2019,1,7127.404304,5619600.0,3078.0,516.533,469.925,0.07247140445086221,0.4318542724274226
SKF AB,SKF,2019,1,0,Large,Basic Materials,Sweden,2019,1,8188.916397,6069600.0,2789.0,559.673,123.369,0.0683451842547856,0.34058230232045683
SKF AB,SKF,2021,1,0,Large,Basic Materials,Sweden,2019,1,7782.517616,6379200.0,3020.0,582.327,1060.424,0.0748250153398689,0.3880492340667771
"Ericsson, Telefonab. L M",ERIC,2020,1,0,Large,Technology,Sweden,2019,1,22238.71643,2260800.0,1500000.0,114.0,34159.0,0.005126195136254093,67.44993600334334
"Ericsson, Telefonab. L M",ERIC,2019,1,0,Large,Technology,Sweden,2019,1,21635.498,2394000.0,1500.0,174.0,33314.0,0.00804233856784808,0.06933050489524208
"Ericsson, Telefonab. L M",ERIC,2022,1,0,Large,Technology,Sweden,2019,1,25494.90455,2494800.0,1100.0,180.038,27609.345,0.00706172481041903,0.043145876378658576
"Ericsson, Telefonab. L M",ERIC,2021,1,0,Large,Technology,Sweden,2019,1,22120.92935,2710800.0,1200.0,177.0,34637.0,0.00800147214429759,0.054247268774898924
"Lundbergföretagen AB, L E",LUND,2022,1,0,Large,Finance,Sweden,2019,0,3052.9913,,,5.812,16.283,0.0019037067023414053,
"Lundbergföretagen AB, L E",LUND,2019,1,0,Large,Finance,Sweden,2019,1,2061.988193,,,,,,
"Lundbergföretagen AB, L E",LUND,2020,1,0,Large,Finance,Sweden,2019,0,1893.639307,,,,,,
"Lundbergföretagen AB, L E",LUND,2021,1,0,Large,Finance,Sweden,2019,0,2501.904399,,,5.672,22.321,0.00226707303535142,
Nolato AB,NOLA,2019,1,0,Large,Industrial Goods and Services,Sweden,2019,1,748.02,666000.0,,33.93,,0.04535974973931178,
Ratos AB,RATO,2020,1,0,Large,Finance,Sweden,2019,1,2292.039612,86940.0,320.832,0.048,0.041,2.094204644138585e-05,0.139976638414223
Ratos AB,RATO,2021,1,0,Large,Finance,Sweden,2019,1,2147.210055,,,,0.023,,
Ratos AB,RATO,2022,1,0,Large,Finance,Sweden,2019,1,2810.554514,,,,0.047,,
SAAB AB,SAAB,2019,1,0,Large,Industrial Goods and Services,Sweden,2019,1,3373.928775,,,36.36256,33.495512,0.010777512634362,
SAAB AB,SAAB,2020,1,0,Large,Industrial Goods and Services,Sweden,2019,1,3373.738336,,,29.017,15.082,0.008600844852242863,
SAAB AB,SAAB,2021,1,0,Large,Industrial Goods and Services,Sweden,2019,1,3728.24224,1273495.0,,22.074462,11678.538,0.005920876536177006,
SAAB AB,SAAB,2022,1,0,Large,Industrial Goods and Services,Sweden,2019,1,3951.804282,1240160.0,246000.0,28.343,18.681,0.0071721669337469485,62.25004642069467
"SCA, Svenska Cellulosa AB",SCA,2020,1,0,Large,Consumer Goods and Services,Sweden,2019,0,1896.210246,44421200.0,142000.0,301.0,559.0,0.15873767196171978,74.88621069290436
Skanska AB,SKA,2019,1,0,Large,Industrial Goods and Services,Sweden,2019,1,16326.86,4600584.0,,255.596,720.468,0.015654939161602415,
Skanska AB,SKA,2020,1,0,Large,Industrial Goods and Services,Sweden,2019,1,13376.78537,4131921.6,,230.751,1871.537,0.01725010857373127,
Skanska AB,SKA,2021,1,0,Large,Industrial Goods and Services,Sweden,2019,1,13698.81927,3913200.0,,194.035,1706.0,0.01416435943679692,
Skanska AB,SKA,2022,1,0,Large,Industrial Goods and Services,Sweden,2019,1,15350.94301,3686400.0,,200.0,1688.0,0.013028515568699254,
Trelleborg AB,TREL,2019,1,0,Large,Industrial Goods and Services,Sweden,2019,1,3483.907827,5090400.0,2310.0,450.0,,0.12916530010137953,0.6630485405204148
